# Fig.4
# This file contains Delta chi^2 versus Delta m^2_21 and sin^2(theta_12)
#
# Assume normal mass ordering
# Result of:
# "First measurement of reactor neutrino oscillations at JUNO"
#
Delta m^2_21 [x 10^{-5} eV^2],sin^2(theta_12),Delta chi^2
7.21520,0.26404,37.52600
7.21520,0.26505,36.24300
7.21520,0.26606,34.98600
7.21520,0.26707,33.75400
7.21520,0.26808,32.54900
7.21520,0.26909,31.37000
7.21520,0.27010,30.21600
7.21520,0.27111,29.08900
7.21520,0.27212,27.98700
7.21520,0.27313,26.91200
7.21520,0.27414,25.86300
7.21520,0.27515,24.84000
7.21520,0.27616,23.84300
7.21520,0.27717,22.87300
7.21520,0.27818,21.92900
7.21520,0.27919,21.01200
7.21520,0.28020,20.12100
7.21520,0.28121,19.25600
7.21520,0.28222,18.41800
7.21520,0.28323,17.60600
7.21520,0.28424,16.82100
7.21520,0.28525,16.06200
7.21520,0.28626,15.33000
7.21520,0.28727,14.62400
7.21520,0.28828,13.94500
7.21520,0.28929,13.29300
7.21520,0.29030,12.66700
7.21520,0.29131,12.06800
7.21520,0.29232,11.49500
7.21520,0.29333,10.94900
7.21520,0.29434,10.43000
7.21520,0.29535,9.93800
7.21520,0.29636,9.47200
7.21520,0.29737,9.03200
7.21520,0.29838,8.61900
7.21520,0.29939,8.23300
7.21520,0.30040,7.87400
7.21520,0.30141,7.54100
7.21520,0.30242,7.23400
7.21520,0.30343,6.95400
7.21520,0.30444,6.70100
7.21520,0.30545,6.47400
7.21520,0.30646,6.27400
7.21520,0.30747,6.10000
7.21520,0.30848,5.95200
7.21520,0.30949,5.83100
7.21520,0.31051,5.73600
7.21520,0.31152,5.66800
7.21520,0.31253,5.62500
7.21520,0.31354,5.60900
7.21520,0.31455,5.61900
7.21520,0.31556,5.65500
7.21520,0.31657,5.71700
7.21520,0.31758,5.80500
7.21520,0.31859,5.91800
7.21520,0.31960,6.05800
7.21520,0.32061,6.22200
7.21520,0.32162,6.41400
7.21520,0.32263,6.62900
7.21520,0.32364,6.87100
7.21520,0.32465,7.13800
7.21520,0.32566,7.43000
7.21520,0.32667,7.74800
7.21520,0.32768,8.09000
7.21520,0.32869,8.45800
7.21520,0.32970,8.85000
7.21520,0.33071,9.26700
7.21520,0.33172,9.70900
7.21520,0.33273,10.17500
7.21520,0.33374,10.66500
7.21520,0.33475,11.18000
7.21520,0.33576,11.71800
7.21520,0.33677,12.28100
7.21520,0.33778,12.86700
7.21520,0.33879,13.47700
7.21520,0.33980,14.11100
7.21520,0.34081,14.76700
7.21520,0.34182,15.44700
7.21520,0.34283,16.15000
7.21520,0.34384,16.87600
7.21520,0.34485,17.62400
7.21520,0.34586,18.39500
7.21520,0.34687,19.18800
7.21520,0.34788,20.00300
7.21520,0.34889,20.84000
7.21520,0.34990,21.69800
7.21520,0.35091,22.57800
7.21520,0.35192,23.47900
7.21520,0.35293,24.40100
7.21520,0.35394,25.34400
7.21520,0.35495,26.30800
7.21520,0.35596,27.29200
7.21520,0.35697,28.29600
7.21520,0.35798,29.32000
7.21520,0.35899,30.36300
7.21520,0.36000,31.42600
7.22730,0.26000,42.30000
7.22730,0.26101,40.91700
7.22730,0.26202,39.55800
7.22730,0.26303,38.22500
7.22730,0.26404,36.91800
7.22730,0.26505,35.63600
7.22730,0.26606,34.38100
7.22730,0.26707,33.15100
7.22730,0.26808,31.94700
7.22730,0.26909,30.76900
7.22730,0.27010,29.61700
7.22730,0.27111,28.49100
7.22730,0.27212,27.39100
7.22730,0.27313,26.31800
7.22730,0.27414,25.27100
7.22730,0.27515,24.25000
7.22730,0.27616,23.25600
7.22730,0.27717,22.28700
7.22730,0.27818,21.34600
7.22730,0.27919,20.43000
7.22730,0.28020,19.54200
7.22730,0.28121,18.67900
7.22730,0.28222,17.84300
7.22730,0.28323,17.03400
7.22730,0.28424,16.25100
7.22730,0.28525,15.49500
7.22730,0.28626,14.76600
7.22730,0.28727,14.06300
7.22730,0.28828,13.38700
7.22730,0.28929,12.73800
7.22730,0.29030,12.11500
7.22730,0.29131,11.51900
7.22730,0.29232,10.94900
7.22730,0.29333,10.40700
7.22730,0.29434,9.89100
7.22730,0.29535,9.40200
7.22730,0.29636,8.93900
7.22730,0.29737,8.50300
7.22730,0.29838,8.09400
7.22730,0.29939,7.71200
7.22730,0.30040,7.35600
7.22730,0.30141,7.02700
7.22730,0.30242,6.72500
7.22730,0.30343,6.44900
7.22730,0.30444,6.19900
7.22730,0.30545,5.97700
7.22730,0.30646,5.78100
7.22730,0.30747,5.61100
7.22730,0.30848,5.46800
7.22730,0.30949,5.35200
7.22730,0.31051,5.26100
7.22730,0.31152,5.19700
7.22730,0.31253,5.16000
7.22730,0.31354,5.14900
7.22730,0.31455,5.16400
7.22730,0.31556,5.20500
7.22730,0.31657,5.27200
7.22730,0.31758,5.36500
7.22730,0.31859,5.48400
7.22730,0.31960,5.62800
7.22730,0.32061,5.79900
7.22730,0.32162,5.99500
7.22730,0.32263,6.21700
7.22730,0.32364,6.46500
7.22730,0.32465,6.73800
7.22730,0.32566,7.03600
7.22730,0.32667,7.35900
7.22730,0.32768,7.70800
7.22730,0.32869,8.08200
7.22730,0.32970,8.48100
7.22730,0.33071,8.90400
7.22730,0.33172,9.35200
7.22730,0.33273,9.82500
7.22730,0.33374,10.32200
7.22730,0.33475,10.84400
7.22730,0.33576,11.38900
7.22730,0.33677,11.95900
7.22730,0.33778,12.55200
7.22730,0.33879,13.17000
7.22730,0.33980,13.81100
7.22730,0.34081,14.47500
7.22730,0.34182,15.16200
7.22730,0.34283,15.87300
7.22730,0.34384,16.60600
7.22730,0.34485,17.36200
7.22730,0.34586,18.14000
7.22730,0.34687,18.94100
7.22730,0.34788,19.76400
7.22730,0.34889,20.61000
7.22730,0.34990,21.47600
7.22730,0.35091,22.36500
7.22730,0.35192,23.27500
7.22730,0.35293,24.20600
7.22730,0.35394,25.15700
7.22730,0.35495,26.13000
7.22730,0.35596,27.12300
7.22730,0.35697,28.13600
7.22730,0.35798,29.16900
7.22730,0.35899,30.22100
7.22730,0.36000,31.29400
7.23940,0.26000,41.70700
7.23940,0.26101,40.32300
7.23940,0.26202,38.96600
7.23940,0.26303,37.63400
7.23940,0.26404,36.32800
7.23940,0.26505,35.04800
7.23940,0.26606,33.79400
7.23940,0.26707,32.56500
7.23940,0.26808,31.36300
7.23940,0.26909,30.18700
7.23940,0.27010,29.03600
7.23940,0.27111,27.91200
7.23940,0.27212,26.81400
7.23940,0.27313,25.74200
7.23940,0.27414,24.69700
7.23940,0.27515,23.67800
7.23940,0.27616,22.68600
7.23940,0.27717,21.72000
7.23940,0.27818,20.78000
7.23940,0.27919,19.86700
7.23940,0.28020,18.98100
7.23940,0.28121,18.12100
7.23940,0.28222,17.28800
7.23940,0.28323,16.48100
7.23940,0.28424,15.70100
7.23940,0.28525,14.94700
7.23940,0.28626,14.22100
7.23940,0.28727,13.52100
7.23940,0.28828,12.84800
7.23940,0.28929,12.20100
7.23940,0.29030,11.58100
7.23940,0.29131,10.98800
7.23940,0.29232,10.42200
7.23940,0.29333,9.88300
7.23940,0.29434,9.37000
7.23940,0.29535,8.88500
7.23940,0.29636,8.42600
7.23940,0.29737,7.99300
7.23940,0.29838,7.58800
7.23940,0.29939,7.20900
7.23940,0.30040,6.85800
7.23940,0.30141,6.53200
7.23940,0.30242,6.23400
7.23940,0.30343,5.96200
7.23940,0.30444,5.71700
7.23940,0.30545,5.49900
7.23940,0.30646,5.30700
7.23940,0.30747,5.14200
7.23940,0.30848,5.00300
7.23940,0.30949,4.89100
7.23940,0.31051,4.80600
7.23940,0.31152,4.74700
7.23940,0.31253,4.71400
7.23940,0.31354,4.70800
7.23940,0.31455,4.72800
7.23940,0.31556,4.77400
7.23940,0.31657,4.84600
7.23940,0.31758,4.94400
7.23940,0.31859,5.06800
7.23940,0.31960,5.21900
7.23940,0.32061,5.39500
7.23940,0.32162,5.59700
7.23940,0.32263,5.82500
7.23940,0.32364,6.07800
7.23940,0.32465,6.35700
7.23940,0.32566,6.66100
7.23940,0.32667,6.99100
7.23940,0.32768,7.34600
7.23940,0.32869,7.72600
7.23940,0.32970,8.13100
7.23940,0.33071,8.56100
7.23940,0.33172,9.01600
7.23940,0.33273,9.49500
7.23940,0.33374,9.99900
7.23940,0.33475,10.52800
7.23940,0.33576,11.08000
7.23940,0.33677,11.65700
7.23940,0.33778,12.25800
7.23940,0.33879,12.88200
7.23940,0.33980,13.53100
7.23940,0.34081,14.20200
7.23940,0.34182,14.89700
7.23940,0.34283,15.61500
7.23940,0.34384,16.35700
7.23940,0.34485,17.12100
7.23940,0.34586,17.90600
7.23940,0.34687,18.71600
7.23940,0.34788,19.54800
7.23940,0.34889,20.40000
7.23940,0.34990,21.27600
7.23940,0.35091,22.17200
7.23940,0.35192,23.09100
7.23940,0.35293,24.03000
7.23940,0.35394,24.99100
7.23940,0.35495,25.97200
7.23940,0.35596,26.97400
7.23940,0.35697,27.99600
7.23940,0.35798,29.03800
7.23940,0.35899,30.10000
7.23940,0.36000,31.18100
7.25150,0.26000,41.12800
7.25150,0.26101,39.74700
7.25150,0.26202,38.39100
7.25150,0.26303,37.06000
7.25150,0.26404,35.75600
7.25150,0.26505,34.47700
7.25150,0.26606,33.22400
7.25150,0.26707,31.99700
7.25150,0.26808,30.79600
7.25150,0.26909,29.62200
7.25150,0.27010,28.47300
7.25150,0.27111,27.35000
7.25150,0.27212,26.25500
7.25150,0.27313,25.18500
7.25150,0.27414,24.14200
7.25150,0.27515,23.12500
7.25150,0.27616,22.13500
7.25150,0.27717,21.17100
7.25150,0.27818,20.23400
7.25150,0.27919,19.32300
7.25150,0.28020,18.43900
7.25150,0.28121,17.58100
7.25150,0.28222,16.75000
7.25150,0.28323,15.94600
7.25150,0.28424,15.16900
7.25150,0.28525,14.41800
7.25150,0.28626,13.69400
7.25150,0.28727,12.99700
7.25150,0.28828,12.32700
7.25150,0.28929,11.68400
7.25150,0.29030,11.06700
7.25150,0.29131,10.47700
7.25150,0.29232,9.91400
7.25150,0.29333,9.37800
7.25150,0.29434,8.86900
7.25150,0.29535,8.38700
7.25150,0.29636,7.93100
7.25150,0.29737,7.50300
7.25150,0.29838,7.10100
7.25150,0.29939,6.72600
7.25150,0.30040,6.37800
7.25150,0.30141,6.05700
7.25150,0.30242,5.76300
7.25150,0.30343,5.49500
7.25150,0.30444,5.25400
7.25150,0.30545,5.04000
7.25150,0.30646,4.85300
7.25150,0.30747,4.69200
7.25150,0.30848,4.55800
7.25150,0.30949,4.45100
7.25150,0.31051,4.37000
7.25150,0.31152,4.31600
7.25150,0.31253,4.28800
7.25150,0.31354,4.28700
7.25150,0.31455,4.31200
7.25150,0.31556,4.36300
7.25150,0.31657,4.44000
7.25150,0.31758,4.54300
7.25150,0.31859,4.67300
7.25150,0.31960,4.82900
7.25150,0.32061,5.01100
7.25150,0.32162,5.21900
7.25150,0.32263,5.45200
7.25150,0.32364,5.71200
7.25150,0.32465,5.99600
7.25150,0.32566,6.30700
7.25150,0.32667,6.64300
7.25150,0.32768,7.00400
7.25150,0.32869,7.39000
7.25150,0.32970,7.80200
7.25150,0.33071,8.23800
7.25150,0.33172,8.70000
7.25150,0.33273,9.18600
7.25150,0.33374,9.69700
7.25150,0.33475,10.23200
7.25150,0.33576,10.79200
7.25150,0.33677,11.37600
7.25150,0.33778,11.98300
7.25150,0.33879,12.61500
7.25150,0.33980,13.27100
7.25150,0.34081,13.95000
7.25150,0.34182,14.65300
7.25150,0.34283,15.37900
7.25150,0.34384,16.12800
7.25150,0.34485,16.89900
7.25150,0.34586,17.69300
7.25150,0.34687,18.51100
7.25150,0.34788,19.35100
7.25150,0.34889,20.21200
7.25150,0.34990,21.09500
7.25150,0.35091,22.00000
7.25150,0.35192,22.92700
7.25150,0.35293,23.87500
7.25150,0.35394,24.84500
7.25150,0.35495,25.83500
7.25150,0.35596,26.84500
7.25150,0.35697,27.87700
7.25150,0.35798,28.92800
7.25150,0.35899,29.99900
7.25150,0.36000,31.09000
7.26360,0.26000,40.56900
7.26360,0.26101,39.18800
7.26360,0.26202,37.83300
7.26360,0.26303,36.50400
7.26360,0.26404,35.20100
7.26360,0.26505,33.92400
7.26360,0.26606,32.67200
7.26360,0.26707,31.44700
7.26360,0.26808,30.24800
7.26360,0.26909,29.07500
7.26360,0.27010,27.92800
7.26360,0.27111,26.80700
7.26360,0.27212,25.71300
7.26360,0.27313,24.64600
7.26360,0.27414,23.60500
7.26360,0.27515,22.59000
7.26360,0.27616,21.60200
7.26360,0.27717,20.64000
7.26360,0.27818,19.70500
7.26360,0.27919,18.79700
7.26360,0.28020,17.91500
7.26360,0.28121,17.06000
7.26360,0.28222,16.23200
7.26360,0.28323,15.43000
7.26360,0.28424,14.65600
7.26360,0.28525,13.90800
7.26360,0.28626,13.18700
7.26360,0.28727,12.49300
7.26360,0.28828,11.82500
7.26360,0.28929,11.18500
7.26360,0.29030,10.57200
7.26360,0.29131,9.98500
7.26360,0.29232,9.42500
7.26360,0.29333,8.89300
7.26360,0.29434,8.38700
7.26360,0.29535,7.90800
7.26360,0.29636,7.45600
7.26360,0.29737,7.03100
7.26360,0.29838,6.63400
7.26360,0.29939,6.26200
7.26360,0.30040,5.91800
7.26360,0.30141,5.60100
7.26360,0.30242,5.31100
7.26360,0.30343,5.04700
7.26360,0.30444,4.81100
7.26360,0.30545,4.60100
7.26360,0.30646,4.41800
7.26360,0.30747,4.26200
7.26360,0.30848,4.13300
7.26360,0.30949,4.03000
7.26360,0.31051,3.95400
7.26360,0.31152,3.90500
7.26360,0.31253,3.88200
7.26360,0.31354,3.88500
7.26360,0.31455,3.91500
7.26360,0.31556,3.97100
7.26360,0.31657,4.05500
7.26360,0.31758,4.16300
7.26360,0.31859,4.29800
7.26360,0.31960,4.46000
7.26360,0.32061,4.64700
7.26360,0.32162,4.86100
7.26360,0.32263,5.10000
7.26360,0.32364,5.36500
7.26360,0.32465,5.65600
7.26360,0.32566,5.97300
7.26360,0.32667,6.31500
7.26360,0.32768,6.68200
7.26360,0.32869,7.07500
7.26360,0.32970,7.49300
7.26360,0.33071,7.93600
7.26360,0.33172,8.40400
7.26360,0.33273,8.89700
7.26360,0.33374,9.41500
7.26360,0.33475,9.95700
7.26360,0.33576,10.52400
7.26360,0.33677,11.11500
7.26360,0.33778,11.73000
7.26360,0.33879,12.36900
7.26360,0.33980,13.03200
7.26360,0.34081,13.71900
7.26360,0.34182,14.42900
7.26360,0.34283,15.16200
7.26360,0.34384,15.91800
7.26360,0.34485,16.69800
7.26360,0.34586,17.50100
7.26360,0.34687,18.32600
7.26360,0.34788,19.17400
7.26360,0.34889,20.04300
7.26360,0.34990,20.93500
7.26360,0.35091,21.84900
7.26360,0.35192,22.78500
7.26360,0.35293,23.74100
7.26360,0.35394,24.71900
7.26360,0.35495,25.71800
7.26360,0.35596,26.73800
7.26360,0.35697,27.77800
7.26360,0.35798,28.83800
7.26360,0.35899,29.91900
7.26360,0.36000,31.01900
7.27580,0.26000,40.02700
7.27580,0.26101,38.64800
7.27580,0.26202,37.29400
7.27580,0.26303,35.96600
7.27580,0.26404,34.66400
7.27580,0.26505,33.38800
7.27580,0.26606,32.13900
7.27580,0.26707,30.91500
7.27580,0.26808,29.71800
7.27580,0.26909,28.54700
7.27580,0.27010,27.40200
7.27580,0.27111,26.28300
7.27580,0.27212,25.19100
7.27580,0.27313,24.12500
7.27580,0.27414,23.08600
7.27580,0.27515,22.07300
7.27580,0.27616,21.08700
7.27580,0.27717,20.12800
7.27580,0.27818,19.19500
7.27580,0.27919,18.29000
7.27580,0.28020,17.41000
7.27580,0.28121,16.55800
7.27580,0.28222,15.73200
7.27580,0.28323,14.93300
7.27580,0.28424,14.16100
7.27580,0.28525,13.41600
7.27580,0.28626,12.69800
7.27580,0.28727,12.00700
7.27580,0.28828,11.34300
7.27580,0.28929,10.70600
7.27580,0.29030,10.09500
7.27580,0.29131,9.51200
7.27580,0.29232,8.95600
7.27580,0.29333,8.42600
7.27580,0.29434,7.92400
7.27580,0.29535,7.44900
7.27580,0.29636,7.00100
7.27580,0.29737,6.58000
7.27580,0.29838,6.18600
7.27580,0.29939,5.81800
7.27580,0.30040,5.47800
7.27580,0.30141,5.16500
7.27580,0.30242,4.87900
7.27580,0.30343,4.62000
7.27580,0.30444,4.38800
7.27580,0.30545,4.18200
7.27580,0.30646,4.00400
7.27580,0.30747,3.85200
7.27580,0.30848,3.72700
7.27580,0.30949,3.62900
7.27580,0.31051,3.55800
7.27580,0.31152,3.51400
7.27580,0.31253,3.49600
7.27580,0.31354,3.50400
7.27580,0.31455,3.53900
7.27580,0.31556,3.60100
7.27580,0.31657,3.68900
7.27580,0.31758,3.80300
7.27580,0.31859,3.94400
7.27580,0.31960,4.11100
7.27580,0.32061,4.30400
7.27580,0.32162,4.52300
7.27580,0.32263,4.76800
7.27580,0.32364,5.04000
7.27580,0.32465,5.33600
7.27580,0.32566,5.65900
7.27580,0.32667,6.00700
7.27580,0.32768,6.38100
7.27580,0.32869,6.78000
7.27580,0.32970,7.20500
7.27580,0.33071,7.65400
7.27580,0.33172,8.12900
7.27580,0.33273,8.62900
7.27580,0.33374,9.15300
7.27580,0.33475,9.70200
7.27580,0.33576,10.27600
7.27580,0.33677,10.87400
7.27580,0.33778,11.49700
7.27580,0.33879,12.14300
7.27580,0.33980,12.81400
7.27580,0.34081,13.50800
7.27580,0.34182,14.22600
7.27580,0.34283,14.96700
7.27580,0.34384,15.73100
7.27580,0.34485,16.51800
7.27580,0.34586,17.32900
7.27580,0.34687,18.16300
7.27580,0.34788,19.01800
7.27580,0.34889,19.89600
7.27580,0.34990,20.79700
7.27580,0.35091,21.71900
7.27580,0.35192,22.66300
7.27580,0.35293,23.62900
7.27580,0.35394,24.61500
7.27580,0.35495,25.62300
7.27580,0.35596,26.65100
7.27580,0.35697,27.70000
7.27580,0.35798,28.77000
7.27580,0.35899,29.85900
7.27580,0.36000,30.96900
7.28790,0.26000,39.50300
7.28790,0.26101,38.12400
7.28790,0.26202,36.77200
7.28790,0.26303,35.44600
7.28790,0.26404,34.14600
7.28790,0.26505,32.87100
7.28790,0.26606,31.62300
7.28790,0.26707,30.40100
7.28790,0.26808,29.20600
7.28790,0.26909,28.03600
7.28790,0.27010,26.89300
7.28790,0.27111,25.77600
7.28790,0.27212,24.68600
7.28790,0.27313,23.62300
7.28790,0.27414,22.58600
7.28790,0.27515,21.57500
7.28790,0.27616,20.59200
7.28790,0.27717,19.63500
7.28790,0.27818,18.70500
7.28790,0.27919,17.80100
7.28790,0.28020,16.92400
7.28790,0.28121,16.07400
7.28790,0.28222,15.25200
7.28790,0.28323,14.45500
7.28790,0.28424,13.68600
7.28790,0.28525,12.94400
7.28790,0.28626,12.22900
7.28790,0.28727,11.54100
7.28790,0.28828,10.88000
7.28790,0.28929,10.24600
7.28790,0.29030,9.63800
7.28790,0.29131,9.05900
7.28790,0.29232,8.50600
7.28790,0.29333,7.98000
7.28790,0.29434,7.48100
7.28790,0.29535,7.00900
7.28790,0.29636,6.56500
7.28790,0.29737,6.14800
7.28790,0.29838,5.75700
7.28790,0.29939,5.39400
7.28790,0.30040,5.05800
7.28790,0.30141,4.74900
7.28790,0.30242,4.46700
7.28790,0.30343,4.21200
7.28790,0.30444,3.98400
7.28790,0.30545,3.78300
7.28790,0.30646,3.60900
7.28790,0.30747,3.46200
7.28790,0.30848,3.34200
7.28790,0.30949,3.24800
7.28790,0.31051,3.18200
7.28790,0.31152,3.14300
7.28790,0.31253,3.13000
7.28790,0.31354,3.14300
7.28790,0.31455,3.18300
7.28790,0.31556,3.25000
7.28790,0.31657,3.34400
7.28790,0.31758,3.46300
7.28790,0.31859,3.61000
7.28790,0.31960,3.78200
7.28790,0.32061,3.98100
7.28790,0.32162,4.20600
7.28790,0.32263,4.45700
7.28790,0.32364,4.73400
7.28790,0.32465,5.03700
7.28790,0.32566,5.36600
7.28790,0.32667,5.72100
7.28790,0.32768,6.10100
7.28790,0.32869,6.50600
7.28790,0.32970,6.93700
7.28790,0.33071,7.39300
7.28790,0.33172,7.87500
7.28790,0.33273,8.38100
7.28790,0.33374,8.91300
7.28790,0.33475,9.46900
7.28790,0.33576,10.05000
7.28790,0.33677,10.65500
7.28790,0.33778,11.28400
7.28790,0.33879,11.93800
7.28790,0.33980,12.61600
7.28790,0.34081,13.31800
7.28790,0.34182,14.04300
7.28790,0.34283,14.79200
7.28790,0.34384,15.56400
7.28790,0.34485,16.36000
7.28790,0.34586,17.17900
7.28790,0.34687,18.02100
7.28790,0.34788,18.88500
7.28790,0.34889,19.77000
7.28790,0.34990,20.68000
7.28790,0.35091,21.61000
7.28790,0.35192,22.56200
7.28790,0.35293,23.53600
7.28790,0.35394,24.53200
7.28790,0.35495,25.54800
7.28790,0.35596,26.58600
7.28790,0.35697,27.64400
7.28790,0.35798,28.72300
7.28790,0.35899,29.82100
7.28790,0.36000,30.94000
7.30000,0.26000,38.99600
7.30000,0.26101,37.61900
7.30000,0.26202,36.26800
7.30000,0.26303,34.94400
7.30000,0.26404,33.64500
7.30000,0.26505,32.37200
7.30000,0.26606,31.12600
7.30000,0.26707,29.90600
7.30000,0.26808,28.71200
7.30000,0.26909,27.54500
7.30000,0.27010,26.40300
7.30000,0.27111,25.28800
7.30000,0.27212,24.20000
7.30000,0.27313,23.13900
7.30000,0.27414,22.10400
7.30000,0.27515,21.09600
7.30000,0.27616,20.11500
7.30000,0.27717,19.16000
7.30000,0.27818,18.23200
7.30000,0.27919,17.33100
7.30000,0.28020,16.45700
7.30000,0.28121,15.61000
7.30000,0.28222,14.79000
7.30000,0.28323,13.99700
7.30000,0.28424,13.23000
7.30000,0.28525,12.49100
7.30000,0.28626,11.77900
7.30000,0.28727,11.09400
7.30000,0.28828,10.43600
7.30000,0.28929,9.80500
7.30000,0.29030,9.20100
7.30000,0.29131,8.62500
7.30000,0.29232,8.07500
7.30000,0.29333,7.55300
7.30000,0.29434,7.05800
7.30000,0.29535,6.59000
7.30000,0.29636,6.14900
7.30000,0.29737,5.73500
7.30000,0.29838,5.34900
7.30000,0.29939,4.99000
7.30000,0.30040,4.65800
7.30000,0.30141,4.35300
7.30000,0.30242,4.07500
7.30000,0.30343,3.82500
7.30000,0.30444,3.60100
7.30000,0.30545,3.40400
7.30000,0.30646,3.23500
7.30000,0.30747,3.09200
7.30000,0.30848,2.97700
7.30000,0.30949,2.88800
7.30000,0.31051,2.82700
7.30000,0.31152,2.79200
7.30000,0.31253,2.78400
7.30000,0.31354,2.80300
7.30000,0.31455,2.84800
7.30000,0.31556,2.92000
7.30000,0.31657,3.01900
7.30000,0.31758,3.14400
7.30000,0.31859,3.29600
7.30000,0.31960,3.47400
7.30000,0.32061,3.67900
7.30000,0.32162,3.91000
7.30000,0.32263,4.16700
7.30000,0.32364,4.45000
7.30000,0.32465,4.75900
7.30000,0.32566,5.09400
7.30000,0.32667,5.45500
7.30000,0.32768,5.84100
7.30000,0.32869,6.25300
7.30000,0.32970,6.69100
7.30000,0.33071,7.15300
7.30000,0.33172,7.64200
7.30000,0.33273,8.15500
7.30000,0.33374,8.69300
7.30000,0.33475,9.25600
7.30000,0.33576,9.84400
7.30000,0.33677,10.45700
7.30000,0.33778,11.09300
7.30000,0.33879,11.75500
7.30000,0.33980,12.44000
7.30000,0.34081,13.14900
7.30000,0.34182,13.88200
7.30000,0.34283,14.63800
7.30000,0.34384,15.41800
7.30000,0.34485,16.22200
7.30000,0.34586,17.05000
7.30000,0.34687,17.89900
7.30000,0.34788,18.77000
7.30000,0.34889,19.66500
7.30000,0.34990,20.58200
7.30000,0.35091,21.52200
7.30000,0.35192,22.48300
7.30000,0.35293,23.46600
7.30000,0.35394,24.47000
7.30000,0.35495,25.49500
7.30000,0.35596,26.54200
7.30000,0.35697,27.60900
7.30000,0.35798,28.69700
7.30000,0.35899,29.80500
7.30000,0.36000,30.93200
7.31210,0.26000,38.50700
7.31210,0.26101,37.13200
7.31210,0.26202,35.78300
7.31210,0.26303,34.46000
7.31210,0.26404,33.16200
7.31210,0.26505,31.89200
7.31210,0.26606,30.64700
7.31210,0.26707,29.42900
7.31210,0.26808,28.23700
7.31210,0.26909,27.07100
7.31210,0.27010,25.93200
7.31210,0.27111,24.81900
7.31210,0.27212,23.73300
7.31210,0.27313,22.67400
7.31210,0.27414,21.64200
7.31210,0.27515,20.63600
7.31210,0.27616,19.65700
7.31210,0.27717,18.70500
7.31210,0.27818,17.77900
7.31210,0.27919,16.88100
7.31210,0.28020,16.01000
7.31210,0.28121,15.16500
7.31210,0.28222,14.34800
7.31210,0.28323,13.55700
7.31210,0.28424,12.79400
7.31210,0.28525,12.05700
7.31210,0.28626,11.34800
7.31210,0.28727,10.66600
7.31210,0.28828,10.01200
7.31210,0.28929,9.38400
7.31210,0.29030,8.78300
7.31210,0.29131,8.21000
7.31210,0.29232,7.66400
7.31210,0.29333,7.14600
7.31210,0.29434,6.65400
7.31210,0.29535,6.19000
7.31210,0.29636,5.75300
7.31210,0.29737,5.34300
7.31210,0.29838,4.96100
7.31210,0.29939,4.60500
7.31210,0.30040,4.27700
7.31210,0.30141,3.97700
7.31210,0.30242,3.70300
7.31210,0.30343,3.45700
7.31210,0.30444,3.23800
7.31210,0.30545,3.04600
7.31210,0.30646,2.88100
7.31210,0.30747,2.74300
7.31210,0.30848,2.63200
7.31210,0.30949,2.54800
7.31210,0.31051,2.49100
7.31210,0.31152,2.46200
7.31210,0.31253,2.45900
7.31210,0.31354,2.48300
7.31210,0.31455,2.53300
7.31210,0.31556,2.61100
7.31210,0.31657,2.71500
7.31210,0.31758,2.84600
7.31210,0.31859,3.00300
7.31210,0.31960,3.18700
7.31210,0.32061,3.39800
7.31210,0.32162,3.63400
7.31210,0.32263,3.89700
7.31210,0.32364,4.18600
7.31210,0.32465,4.50100
7.31210,0.32566,4.84300
7.31210,0.32667,5.21000
7.31210,0.32768,5.60200
7.31210,0.32869,6.02100
7.31210,0.32970,6.46500
7.31210,0.33071,6.93500
7.31210,0.33172,7.42900
7.31210,0.33273,7.95000
7.31210,0.33374,8.49500
7.31210,0.33475,9.06500
7.31210,0.33576,9.66000
7.31210,0.33677,10.27900
7.31210,0.33778,10.92400
7.31210,0.33879,11.59200
7.31210,0.33980,12.28400
7.31210,0.34081,13.00100
7.31210,0.34182,13.74200
7.31210,0.34283,14.50600
7.31210,0.34384,15.29400
7.31210,0.34485,16.10600
7.31210,0.34586,16.94100
7.31210,0.34687,17.79800
7.31210,0.34788,18.67900
7.31210,0.34889,19.58200
7.31210,0.34990,20.50700
7.31210,0.35091,21.45500
7.31210,0.35192,22.42500
7.31210,0.35293,23.41600
7.31210,0.35394,24.42900
7.31210,0.35495,25.46400
7.31210,0.35596,26.51900
7.31210,0.35697,27.59500
7.31210,0.35798,28.69200
7.31210,0.35899,29.80900
7.31210,0.36000,30.94700
7.32420,0.26000,38.03700
7.32420,0.26101,36.66300
7.32420,0.26202,35.31500
7.32420,0.26303,33.99400
7.32420,0.26404,32.69800
7.32420,0.26505,31.42900
7.32420,0.26606,30.18600
7.32420,0.26707,28.97000
7.32420,0.26808,27.78000
7.32420,0.26909,26.61700
7.32420,0.27010,25.47900
7.32420,0.27111,24.36900
7.32420,0.27212,23.28500
7.32420,0.27313,22.22800
7.32420,0.27414,21.19800
7.32420,0.27515,20.19400
7.32420,0.27616,19.21800
7.32420,0.27717,18.26800
7.32420,0.27818,17.34500
7.32420,0.27919,16.45000
7.32420,0.28020,15.58100
7.32420,0.28121,14.73900
7.32420,0.28222,13.92500
7.32420,0.28323,13.13700
7.32420,0.28424,12.37700
7.32420,0.28525,11.64300
7.32420,0.28626,10.93700
7.32420,0.28727,10.25900
