# Fig.4
# This file contains Delta chi^2 versus Delta m^2_21 and sin^2(theta_12)
#
# Assume normal mass ordering
# Result of:
# "First measurement of reactor neutrino oscillations at JUNO"
#
Delta m^2_21 [x 10^{-5} eV^2],sin^2(theta_12),Delta chi^2
7.00910,0.28424,29.18800
7.00910,0.28525,28.39000
7.00910,0.28626,27.61700
7.00910,0.28727,26.87000
7.00910,0.28828,26.14700
7.00910,0.28929,25.45000
7.00910,0.29030,24.77900
7.00910,0.29131,24.13200
7.00910,0.29232,23.51100
7.00910,0.29333,22.91500
7.00910,0.29434,22.34400
7.00910,0.29535,21.79900
7.00910,0.29636,21.27800
7.00910,0.29737,20.78300
7.00910,0.29838,20.31300
7.00910,0.29939,19.86800
7.00910,0.30040,19.44900
7.00910,0.30141,19.05400
7.00910,0.30242,18.68500
7.00910,0.30343,18.34000
7.00910,0.30444,18.02100
7.00910,0.30545,17.72600
7.00910,0.30646,17.45700
7.00910,0.30747,17.21200
7.00910,0.30848,16.99300
7.00910,0.30949,16.79800
7.00910,0.31051,16.62700
7.00910,0.31152,16.48200
7.00910,0.31253,16.36100
7.00910,0.31354,16.26500
7.00910,0.31455,16.19300
7.00910,0.31556,16.14600
7.00910,0.31657,16.12300
7.00910,0.31758,16.12400
7.00910,0.31859,16.14900
7.00910,0.31960,16.19900
7.00910,0.32061,16.27300
7.00910,0.32162,16.37000
7.00910,0.32263,16.49200
7.00910,0.32364,16.63700
7.00910,0.32465,16.80600
7.00910,0.32566,16.99900
7.00910,0.32667,17.21500
7.00910,0.32768,17.45400
7.00910,0.32869,17.71700
7.00910,0.32970,18.00400
7.00910,0.33071,18.31200
7.00910,0.33172,18.64400
7.00910,0.33273,18.99800
7.00910,0.33374,19.37500
7.00910,0.33475,19.77500
7.00910,0.33576,20.19700
7.00910,0.33677,20.64100
7.00910,0.33778,21.10800
7.00910,0.33879,21.59600
7.00910,0.33980,22.10600
7.00910,0.34081,22.63700
7.00910,0.34182,23.18900
7.00910,0.34283,23.76300
7.00910,0.34384,24.35800
7.00910,0.34485,24.97500
7.00910,0.34586,25.61100
7.00910,0.34687,26.26900
7.00910,0.34788,26.94600
7.00910,0.34889,27.64400
7.00910,0.34990,28.36200
7.00910,0.35091,29.10000
7.00910,0.35192,29.85700
7.00910,0.35293,30.63300
7.00910,0.35394,31.42900
7.00910,0.35495,32.24300
7.00910,0.35596,33.07600
7.00910,0.35697,33.92800
7.00910,0.35798,34.79800
7.00910,0.35899,35.68500
7.00910,0.36000,36.59100
7.02120,0.26000,54.96400
7.02120,0.26101,53.56900
7.02120,0.26202,52.19800
7.02120,0.26303,50.85000
7.02120,0.26404,49.52800
7.02120,0.26505,48.23100
7.02120,0.26606,46.95900
7.02120,0.26707,45.71100
7.02120,0.26808,44.49000
7.02120,0.26909,43.29200
7.02120,0.27010,42.11900
7.02120,0.27111,40.97000
7.02120,0.27212,39.84700
7.02120,0.27313,38.74900
7.02120,0.27414,37.67600
7.02120,0.27515,36.62600
7.02120,0.27616,35.60300
7.02120,0.27717,34.60500
7.02120,0.27818,33.63300
7.02120,0.27919,32.68500
7.02120,0.28020,31.76300
7.02120,0.28121,30.86600
7.02120,0.28222,29.99400
7.02120,0.28323,29.14800
7.02120,0.28424,28.32600
7.02120,0.28525,27.53100
7.02120,0.28626,26.76000
7.02120,0.28727,26.01500
7.02120,0.28828,25.29500
7.02120,0.28929,24.60000
7.02120,0.29030,23.93100
7.02120,0.29131,23.28700
7.02120,0.29232,22.66800
7.02120,0.29333,22.07500
7.02120,0.29434,21.50700
7.02120,0.29535,20.96500
7.02120,0.29636,20.44700
7.02120,0.29737,19.95500
7.02120,0.29838,19.48800
7.02120,0.29939,19.04700
7.02120,0.30040,18.63100
7.02120,0.30141,18.23900
7.02120,0.30242,17.87400
7.02120,0.30343,17.53300
7.02120,0.30444,17.21700
7.02120,0.30545,16.92600
7.02120,0.30646,16.66100
7.02120,0.30747,16.42000
7.02120,0.30848,16.20500
7.02120,0.30949,16.01400
7.02120,0.31051,15.84800
7.02120,0.31152,15.70700
7.02120,0.31253,15.59000
7.02120,0.31354,15.49900
7.02120,0.31455,15.43100
7.02120,0.31556,15.38900
7.02120,0.31657,15.37100
7.02120,0.31758,15.37700
7.02120,0.31859,15.40800
7.02120,0.31960,15.46200
7.02120,0.32061,15.54100
7.02120,0.32162,15.64400
7.02120,0.32263,15.77100
7.02120,0.32364,15.92200
7.02120,0.32465,16.09700
7.02120,0.32566,16.29500
7.02120,0.32667,16.51700
7.02120,0.32768,16.76300
7.02120,0.32869,17.03100
7.02120,0.32970,17.32400
7.02120,0.33071,17.63900
7.02120,0.33172,17.97700
7.02120,0.33273,18.33700
7.02120,0.33374,18.72200
7.02120,0.33475,19.12800
7.02120,0.33576,19.55700
7.02120,0.33677,20.00800
7.02120,0.33778,20.48100
7.02120,0.33879,20.97700
7.02120,0.33980,21.49400
7.02120,0.34081,22.03200
7.02120,0.34182,22.59200
7.02120,0.34283,23.17400
7.02120,0.34384,23.77600
7.02120,0.34485,24.40000
7.02120,0.34586,25.04500
7.02120,0.34687,25.71000
7.02120,0.34788,26.39600
7.02120,0.34889,27.10200
7.02120,0.34990,27.82800
7.02120,0.35091,28.57400
7.02120,0.35192,29.34000
7.02120,0.35293,30.12500
7.02120,0.35394,30.92900
7.02120,0.35495,31.75200
7.02120,0.35596,32.59400
7.02120,0.35697,33.45500
7.02120,0.35798,34.33300
7.02120,0.35899,35.23000
7.02120,0.36000,36.14500
7.03330,0.26000,54.09100
7.03330,0.26101,52.69600
7.03330,0.26202,51.32500
7.03330,0.26303,49.97900
7.03330,0.26404,48.65700
7.03330,0.26505,47.36100
7.03330,0.26606,46.09100
7.03330,0.26707,44.84400
7.03330,0.26808,43.62200
7.03330,0.26909,42.42400
7.03330,0.27010,41.25200
7.03330,0.27111,40.10500
7.03330,0.27212,38.98300
7.03330,0.27313,37.88600
7.03330,0.27414,36.81400
7.03330,0.27515,35.76500
7.03330,0.27616,34.74400
7.03330,0.27717,33.74800
7.03330,0.27818,32.77600
7.03330,0.27919,31.83100
7.03330,0.28020,30.91000
7.03330,0.28121,30.01500
7.03330,0.28222,29.14500
7.03330,0.28323,28.30000
7.03330,0.28424,27.48100
7.03330,0.28525,26.68700
7.03330,0.28626,25.91900
7.03330,0.28727,25.17600
7.03330,0.28828,24.45800
7.03330,0.28929,23.76600
7.03330,0.29030,23.09900
7.03330,0.29131,22.45800
7.03330,0.29232,21.84200
7.03330,0.29333,21.25200
7.03330,0.29434,20.68600
7.03330,0.29535,20.14700
7.03330,0.29636,19.63200
7.03330,0.29737,19.14300
7.03330,0.29838,18.68000
7.03330,0.29939,18.24200
7.03330,0.30040,17.82900
7.03330,0.30141,17.44100
7.03330,0.30242,17.07900
7.03330,0.30343,16.74100
7.03330,0.30444,16.43000
7.03330,0.30545,16.14300
7.03330,0.30646,15.88100
7.03330,0.30747,15.64400
7.03330,0.30848,15.43300
7.03330,0.30949,15.24600
7.03330,0.31051,15.08400
7.03330,0.31152,14.94800
7.03330,0.31253,14.83600
7.03330,0.31354,14.74900
7.03330,0.31455,14.68600
7.03330,0.31556,14.64900
7.03330,0.31657,14.63500
7.03330,0.31758,14.64700
7.03330,0.31859,14.68200
7.03330,0.31960,14.74200
7.03330,0.32061,14.82600
7.03330,0.32162,14.93500
7.03330,0.32263,15.06700
7.03330,0.32364,15.22400
7.03330,0.32465,15.40400
7.03330,0.32566,15.60800
7.03330,0.32667,15.83600
7.03330,0.32768,16.08800
7.03330,0.32869,16.36300
7.03330,0.32970,16.66100
7.03330,0.33071,16.98200
7.03330,0.33172,17.32600
7.03330,0.33273,17.69400
7.03330,0.33374,18.08500
7.03330,0.33475,18.49800
7.03330,0.33576,18.93300
7.03330,0.33677,19.39200
7.03330,0.33778,19.87200
7.03330,0.33879,20.37300
7.03330,0.33980,20.89800
7.03330,0.34081,21.44400
7.03330,0.34182,22.01100
7.03330,0.34283,22.60100
7.03330,0.34384,23.21100
7.03330,0.34485,23.84300
7.03330,0.34586,24.49500
7.03330,0.34687,25.16900
7.03330,0.34788,25.86200
7.03330,0.34889,26.57700
7.03330,0.34990,27.31100
7.03330,0.35091,28.06500
7.03330,0.35192,28.83900
7.03330,0.35293,29.63300
7.03330,0.35394,30.44600
7.03330,0.35495,31.27800
7.03330,0.35596,32.12800
7.03330,0.35697,32.99800
7.03330,0.35798,33.88600
7.03330,0.35899,34.79200
7.03330,0.36000,35.71600
7.04550,0.26000,53.23400
7.04550,0.26101,51.83900
7.04550,0.26202,50.46800
7.04550,0.26303,49.12200
7.04550,0.26404,47.80200
7.04550,0.26505,46.50600
7.04550,0.26606,45.23700
7.04550,0.26707,43.99000
7.04550,0.26808,42.76900
7.04550,0.26909,41.57300
7.04550,0.27010,40.40100
7.04550,0.27111,39.25500
7.04550,0.27212,38.13400
7.04550,0.27313,37.03800
7.04550,0.27414,35.96800
7.04550,0.27515,34.92100
7.04550,0.27616,33.90100
7.04550,0.27717,32.90600
7.04550,0.27818,31.93600
7.04550,0.27919,30.99200
7.04550,0.28020,30.07300
7.04550,0.28121,29.18000
7.04550,0.28222,28.31200
7.04550,0.28323,27.46900
7.04550,0.28424,26.65200
7.04550,0.28525,25.86000
7.04550,0.28626,25.09400
7.04550,0.28727,24.35300
7.04550,0.28828,23.63800
7.04550,0.28929,22.94800
7.04550,0.29030,22.28400
7.04550,0.29131,21.64500
7.04550,0.29232,21.03200
7.04550,0.29333,20.44400
7.04550,0.29434,19.88200
7.04550,0.29535,19.34500
7.04550,0.29636,18.83400
7.04550,0.29737,18.34800
7.04550,0.29838,17.88800
7.04550,0.29939,17.45300
7.04550,0.30040,17.04300
7.04550,0.30141,16.65900
7.04550,0.30242,16.30000
7.04550,0.30343,15.96700
7.04550,0.30444,15.65900
7.04550,0.30545,15.37600
7.04550,0.30646,15.11800
7.04550,0.30747,14.88500
7.04550,0.30848,14.67800
7.04550,0.30949,14.49600
7.04550,0.31051,14.33800
7.04550,0.31152,14.20600
7.04550,0.31253,14.09800
7.04550,0.31354,14.01600
7.04550,0.31455,13.95800
7.04550,0.31556,13.92500
7.04550,0.31657,13.91700
7.04550,0.31758,13.93300
7.04550,0.31859,13.97400
7.04550,0.31960,14.03900
7.04550,0.32061,14.12800
7.04550,0.32162,14.24200
7.04550,0.32263,14.38000
7.04550,0.32364,14.54200
7.04550,0.32465,14.72900
7.04550,0.32566,14.93900
7.04550,0.32667,15.17300
7.04550,0.32768,15.43000
7.04550,0.32869,15.71100
7.04550,0.32970,16.01500
7.04550,0.33071,16.34200
7.04550,0.33172,16.69400
7.04550,0.33273,17.06800
7.04550,0.33374,17.46500
7.04550,0.33475,17.88400
7.04550,0.33576,18.32600
7.04550,0.33677,18.79100
7.04550,0.33778,19.27800
7.04550,0.33879,19.78800
7.04550,0.33980,20.31900
7.04550,0.34081,20.87300
7.04550,0.34182,21.44800
7.04550,0.34283,22.04500
7.04550,0.34384,22.66300
7.04550,0.34485,23.30200
7.04550,0.34586,23.96200
7.04550,0.34687,24.64400
7.04550,0.34788,25.34600
7.04550,0.34889,26.06800
7.04550,0.34990,26.81000
7.04550,0.35091,27.57300
7.04550,0.35192,28.35600
7.04550,0.35293,29.15800
7.04550,0.35394,29.97900
7.04550,0.35495,30.82000
7.04550,0.35596,31.68000
7.04550,0.35697,32.55800
7.04550,0.35798,33.45500
7.04550,0.35899,34.37000
7.04550,0.36000,35.30300
7.05760,0.26000,52.39200
7.05760,0.26101,50.99800
7.05760,0.26202,49.62700
7.05760,0.26303,48.28200
7.05760,0.26404,46.96200
7.05760,0.26505,45.66900
7.05760,0.26606,44.39600
7.05760,0.26707,43.15300
7.05760,0.26808,41.93200
7.05760,0.26909,40.73700
7.05760,0.27010,39.56700
7.05760,0.27111,38.42100
7.05760,0.27212,37.30100
7.05760,0.27313,36.20700
7.05760,0.27414,35.13600
7.05760,0.27515,34.09200
7.05760,0.27616,33.07300
7.05760,0.27717,32.08000
7.05760,0.27818,31.11200
7.05760,0.27919,30.16900
7.05760,0.28020,29.25200
7.05760,0.28121,28.36100
7.05760,0.28222,27.49500
7.05760,0.28323,26.65400
7.05760,0.28424,25.83900
7.05760,0.28525,25.04900
7.05760,0.28626,24.28500
7.05760,0.28727,23.54700
7.05760,0.28828,22.83400
7.05760,0.28929,22.14700
7.05760,0.29030,21.48500
7.05760,0.29131,20.84900
7.05760,0.29232,20.23800
7.05760,0.29333,19.65300
7.05760,0.29434,19.09400
7.05760,0.29535,18.56000
7.05760,0.29636,18.05200
7.05760,0.29737,17.56900
7.05760,0.29838,17.11200
7.05760,0.29939,16.68100
7.05760,0.30040,16.27500
7.05760,0.30141,15.89400
7.05760,0.30242,15.53900
7.05760,0.30343,15.20900
7.05760,0.30444,14.90400
7.05760,0.30545,14.62500
7.05760,0.30646,14.37100
7.05760,0.30747,14.14300
7.05760,0.30848,13.94000
7.05760,0.30949,13.76200
7.05760,0.31051,13.60900
7.05760,0.31152,13.48100
7.05760,0.31253,13.37800
7.05760,0.31354,13.30000
7.05760,0.31455,13.24700
7.05760,0.31556,13.21800
7.05760,0.31657,13.21500
7.05760,0.31758,13.23600
7.05760,0.31859,13.28200
7.05760,0.31960,13.35200
7.05760,0.32061,13.44700
7.05760,0.32162,13.56600
7.05760,0.32263,13.71000
7.05760,0.32364,13.87900
7.05760,0.32465,14.07000
7.05760,0.32566,14.28600
7.05760,0.32667,14.52500
7.05760,0.32768,14.78800
7.05760,0.32869,15.07500
7.05760,0.32970,15.38600
7.05760,0.33071,15.72000
7.05760,0.33172,16.07700
7.05760,0.33273,16.45800
7.05760,0.33374,16.86200
7.05760,0.33475,17.28700
7.05760,0.33576,17.73600
7.05760,0.33677,18.20800
7.05760,0.33778,18.70300
7.05760,0.33879,19.21900
7.05760,0.33980,19.75800
7.05760,0.34081,20.31900
7.05760,0.34182,20.90100
7.05760,0.34283,21.50600
7.05760,0.34384,22.13100
7.05760,0.34485,22.77800
7.05760,0.34586,23.44700
7.05760,0.34687,24.13600
7.05760,0.34788,24.84600
7.05760,0.34889,25.57600
7.05760,0.34990,26.32700
7.05760,0.35091,27.09800
7.05760,0.35192,27.88900
7.05760,0.35293,28.70000
7.05760,0.35394,29.53000
7.05760,0.35495,30.37900
7.05760,0.35596,31.24800
7.05760,0.35697,32.13500
7.05760,0.35798,33.04100
7.05760,0.35899,33.96600
7.05760,0.36000,34.90800
7.06970,0.26000,51.56600
7.06970,0.26101,50.17200
7.06970,0.26202,48.80200
7.06970,0.26303,47.45700
7.06970,0.26404,46.13800
7.06970,0.26505,44.84300
7.06970,0.26606,43.57300
7.06970,0.26707,42.33100
7.06970,0.26808,41.11100
7.06970,0.26909,39.91700
7.06970,0.27010,38.74700
7.06970,0.27111,37.60400
7.06970,0.27212,36.48500
7.06970,0.27313,35.39100
7.06970,0.27414,34.32200
7.06970,0.27515,33.27900
7.06970,0.27616,32.26200
7.06970,0.27717,31.27000
7.06970,0.27818,30.30400
7.06970,0.27919,29.36300
7.06970,0.28020,28.44800
7.06970,0.28121,27.55800
7.06970,0.28222,26.69400
7.06970,0.28323,25.85500
7.06970,0.28424,25.04200
7.06970,0.28525,24.25500
7.06970,0.28626,23.49300
7.06970,0.28727,22.75700
7.06970,0.28828,22.04700
7.06970,0.28929,21.36200
7.06970,0.29030,20.70300
7.06970,0.29131,20.06900
7.06970,0.29232,19.46100
7.06970,0.29333,18.87900
7.06970,0.29434,18.32300
7.06970,0.29535,17.79200
7.06970,0.29636,17.28700
7.06970,0.29737,16.80700
7.06970,0.29838,16.35400
7.06970,0.29939,15.92500
7.06970,0.30040,15.52300
7.06970,0.30141,15.14500
7.06970,0.30242,14.79400
7.06970,0.30343,14.46800
7.06970,0.30444,14.16700
7.06970,0.30545,13.89200
7.06970,0.30646,13.64200
7.06970,0.30747,13.41700
7.06970,0.30848,13.21800
7.06970,0.30949,13.04400
7.06970,0.31051,12.89600
7.06970,0.31152,12.77200
7.06970,0.31253,12.67400
7.06970,0.31354,12.60100
7.06970,0.31455,12.55200
7.06970,0.31556,12.52900
7.06970,0.31657,12.53000
7.06970,0.31758,12.55700
7.06970,0.31859,12.60700
7.06970,0.31960,12.68300
7.06970,0.32061,12.78300
7.06970,0.32162,12.90800
7.06970,0.32263,13.05700
7.06970,0.32364,13.23100
7.06970,0.32465,13.42800
7.06970,0.32566,13.65000
7.06970,0.32667,13.89500
7.06970,0.32768,14.16400
7.06970,0.32869,14.45700
7.06970,0.32970,14.77400
7.06970,0.33071,15.11500
7.06970,0.33172,15.47800
7.06970,0.33273,15.86600
7.06970,0.33374,16.27600
7.06970,0.33475,16.70900
7.06970,0.33576,17.16400
7.06970,0.33677,17.64300
7.06970,0.33778,18.14400
7.06970,0.33879,18.66800
7.06970,0.33980,19.21400
7.06970,0.34081,19.78200
7.06970,0.34182,20.37200
7.06970,0.34283,20.98400
7.06970,0.34384,21.61700
7.06970,0.34485,22.27200
7.06970,0.34586,22.94800
7.06970,0.34687,23.64500
7.06970,0.34788,24.36300
7.06970,0.34889,25.10200
7.06970,0.34990,25.86100
7.06970,0.35091,26.64000
7.06970,0.35192,27.44000
7.06970,0.35293,28.25900
7.06970,0.35394,29.09800
7.06970,0.35495,29.95600
7.06970,0.35596,30.83400
7.06970,0.35697,31.73000
7.06970,0.35798,32.64500
7.06970,0.35899,33.57900
7.06970,0.36000,34.53000
7.08180,0.26000,50.75500
7.08180,0.26101,49.36100
7.08180,0.26202,47.99200
7.08180,0.26303,46.64800
7.08180,0.26404,45.32900
7.08180,0.26505,44.03500
7.08180,0.26606,42.76900
7.08180,0.26707,41.52500
7.08180,0.26808,40.30600
7.08180,0.26909,39.11300
7.08180,0.27010,37.94500
7.08180,0.27111,36.80200
7.08180,0.27212,35.68400
7.08180,0.27313,34.59200
7.08180,0.27414,33.52400
7.08180,0.27515,32.48300
7.08180,0.27616,31.46700
7.08180,0.27717,30.47700
7.08180,0.27818,29.51200
7.08180,0.27919,28.57300
7.08180,0.28020,27.66000
7.08180,0.28121,26.77200
7.08180,0.28222,25.91000
7.08180,0.28323,25.07300
7.08180,0.28424,24.26200
7.08180,0.28525,23.47700
7.08180,0.28626,22.71800
7.08180,0.28727,21.98400
7.08180,0.28828,21.27600
7.08180,0.28929,20.59400
7.08180,0.29030,19.93700
7.08180,0.29131,19.30600
7.08180,0.29232,18.70100
7.08180,0.29333,18.12200
7.08180,0.29434,17.56900
7.08180,0.29535,17.04100
7.08180,0.29636,16.53900
7.08180,0.29737,16.06200
7.08180,0.29838,15.61200
7.08180,0.29939,15.18700
7.08180,0.30040,14.78800
7.08180,0.30141,14.41400
7.08180,0.30242,14.06600
7.08180,0.30343,13.74400
7.08180,0.30444,13.44700
7.08180,0.30545,13.17500
7.08180,0.30646,12.93000
7.08180,0.30747,12.70900
7.08180,0.30848,12.51400
7.08180,0.30949,12.34500
7.08180,0.31051,12.20000
7.08180,0.31152,12.08100
7.08180,0.31253,11.98700
7.08180,0.31354,11.91900
7.08180,0.31455,11.87500
7.08180,0.31556,11.85700
7.08180,0.31657,11.86300
7.08180,0.31758,11.89400
7.08180,0.31859,11.95000
7.08180,0.31960,12.03100
7.08180,0.32061,12.13600
7.08180,0.32162,12.26600
7.08180,0.32263,12.42200
7.08180,0.32364,12.60100
7.08180,0.32465,12.80400
7.08180,0.32566,13.03100
7.08180,0.32667,13.28200
7.08180,0.32768,13.55800
7.08180,0.32869,13.85700
7.08180,0.32970,14.18000
7.08180,0.33071,14.52700
7.08180,0.33172,14.89700
7.08180,0.33273,15.29100
7.08180,0.33374,15.70800
7.08180,0.33475,16.14800
7.08180,0.33576,16.60900
7.08180,0.33677,17.09500
7.08180,0.33778,17.60300
7.08180,0.33879,18.13400
7.08180,0.33980,18.68700
7.08180,0.34081,19.26300
7.08180,0.34182,19.86000
7.08180,0.34283,20.48000
7.08180,0.34384,21.12100
7.08180,0.34485,21.78300
7.08180,0.34586,22.46700
7.08180,0.34687,23.17200
7.08180,0.34788,23.89800
7.08180,0.34889,24.64500
7.08180,0.34990,25.41300
7.08180,0.35091,26.20000
7.08180,0.35192,27.00800
7.08180,0.35293,27.83600
7.08180,0.35394,28.68400
7.08180,0.35495,29.55100
7.08180,0.35596,30.43700
7.08180,0.35697,31.34200
7.08180,0.35798,32.26600
7.08180,0.35899,33.20800
7.08180,0.36000,34.17000
7.09390,0.26000,49.96000
7.09390,0.26101,48.56900
7.09390,0.26202,47.19800
7.09390,0.26303,45.85500
7.09390,0.26404,44.53900
7.09390,0.26505,43.24600
7.09390,0.26606,41.97800
7.09390,0.26707,40.73500
7.09390,0.26808,39.51700
7.09390,0.26909,38.32500
7.09390,0.27010,37.15800
7.09390,0.27111,36.01600
7.09390,0.27212,34.90000
7.09390,0.27313,33.80800
7.09390,0.27414,32.74300
7.09390,0.27515,31.70300
7.09390,0.27616,30.68900
7.09390,0.27717,29.70000
7.09390,0.27818,28.73700
7.09390,0.27919,27.80000
7.09390,0.28020,26.88800
7.09390,0.28121,26.00300
7.09390,0.28222,25.14200
7.09390,0.28323,24.30800
7.09390,0.28424,23.49900
7.09390,0.28525,22.71600
7.09390,0.28626,21.95900
7.09390,0.28727,21.22800
7.09390,0.28828,20.52200
7.09390,0.28929,19.84200
7.09390,0.29030,19.18800
7.09390,0.29131,18.56000
7.09390,0.29232,17.95800
7.09390,0.29333,17.38200
7.09390,0.29434,16.83100
7.09390,0.29535,16.30700
7.09390,0.29636,15.80800
7.09390,0.29737,15.33400
7.09390,0.29838,14.88700
7.09390,0.29939,14.46600
7.09390,0.30040,14.07000
7.09390,0.30141,13.70000
7.09390,0.30242,13.35500
7.09390,0.30343,13.03700
7.09390,0.30444,12.74400
7.09390,0.30545,12.47600
7.09390,0.30646,12.23400
7.09390,0.30747,12.01800
7.09390,0.30848,11.82700
7.09390,0.30949,11.66200
7.09390,0.31051,11.52200
7.09390,0.31152,11.40800
7.09390,0.31253,11.31800
7.09390,0.31354,11.25400
7.09390,0.31455,11.21500
7.09390,0.31556,11.20200
7.09390,0.31657,11.21300
7.09390,0.31758,11.24900
7.09390,0.31859,11.31000
7.09390,0.31960,11.39600
7.09390,0.32061,11.50700
7.09390,0.32162,11.64400
7.09390,0.32263,11.80400
7.09390,0.32364,11.98800
7.09390,0.32465,12.19700
7.09390,0.32566,12.43000
7.09390,0.32667,12.68700
7.09390,0.32768,12.96800
7.09390,0.32869,13.27400
7.09390,0.32970,13.60300
7.09390,0.33071,13.95600
7.09390,0.33172,14.33300
7.09390,0.33273,14.73300
7.09390,0.33374,15.15700
7.09390,0.33475,15.60400
7.09390,0.33576,16.07200
7.09390,0.33677,16.56500
7.09390,0.33778,17.08000
7.09390,0.33879,17.61800
7.09390,0.33980,18.17800
7.09390,0.34081,18.76100
7.09390,0.34182,19.36600
7.09390,0.34283,19.99300
7.09390,0.34384,20.64200
7.09390,0.34485,21.31200
7.09390,0.34586,22.00400
7.09390,0.34687,22.71700
7.09390,0.34788,23.45100
7.09390,0.34889,24.20600
7.09390,0.34990,24.98200
7.09390,0.35091,25.77800
7.09390,0.35192,26.59400
7.09390,0.35293,27.43100
7.09390,0.35394,28.28700
7.09390,0.35495,29.16300
7.09390,0.35596,30.05800
7.09390,0.35697,30.97200
7.09390,0.35798,31.90500
7.09390,0.35899,32.85700
7.09390,0.36000,33.82700
7.10610,0.26000,49.18100
7.10610,0.26101,47.78800
7.10610,0.26202,46.42100
7.10610,0.26303,45.07800
7.10610,0.26404,43.76100
7.10610,0.26505,42.47100
7.10610,0.26606,41.20300
7.10610,0.26707,39.96100
7.10610,0.26808,38.74500
7.10610,0.26909,37.55400
7.10610,0.27010,36.38800
7.10610,0.27111,35.24700
7.10610,0.27212,34.13200
7.10610,0.27313,33.04200
7.10610,0.27414,31.97800
7.10610,0.27515,30.94000
7.10610,0.27616,29.92700
7.10610,0.27717,28.94000
7.10610,0.27818,27.97900
7.10610,0.27919,27.04400
7.10610,0.28020,26.13400
7.10610,0.28121,25.25000
7.10610,0.28222,24.39200
7.10610,0.28323,23.55900
7.10610,0.28424,22.75300
7.10610,0.28525,21.97200
7.10610,0.28626,21.21700
7.10610,0.28727,20.48800
7.10610,0.28828,19.78500
7.10610,0.28929,19.10800
7.10610,0.29030,18.45700
7.10610,0.29131,17.83100
7.10610,0.29232,17.23200
7.10610,0.29333,16.65900
7.10610,0.29434,16.11100
7.10610,0.29535,15.58900
7.10610,0.29636,15.09400
7.10610,0.29737,14.62400
7.10610,0.29838,14.18000
7.10610,0.29939,13.76200
7.10610,0.30040,13.36900
7.10610,0.30141,13.00300
7.10610,0.30242,12.66200
7.10610,0.30343,12.34700
7.10610,0.30444,12.05800
7.10610,0.30545,11.79500
7.10610,0.30646,11.55700
7.10610,0.30747,11.34500
7.10610,0.30848,11.15800
7.10610,0.30949,10.99700
7.10610,0.31051,10.86200
7.10610,0.31152,10.75100
7.10610,0.31253,10.66700
7.10610,0.31354,10.60700
7.10610,0.31455,10.57300
7.10610,0.31556,10.56400
7.10610,0.31657,10.58100
7.10610,0.31758,10.62200
7.10610,0.31859,10.68800
7.10610,0.31960,10.78000
7.10610,0.32061,10.89600
7.10610,0.32162,11.03700
7.10610,0.32263,11.20300
7.10610,0.32364,11.39300
7.10610,0.32465,11.60700
7.10610,0.32566,11.84600
7.10610,0.32667,12.11000
7.10610,0.32768,12.39700
7.10610,0.32869,12.70900
7.10610,0.32970,13.04500
7.10610,0.33071,13.40400
7.10610,0.33172,13.78600
7.10610,0.33273,14.19300
7.10610,0.33374,14.62300
7.10610,0.33475,15.07600
7.10610,0.33576,15.55300
7.10610,0.33677,16.05200
7.10610,0.33778,16.57500
7.10610,0.33879,17.12000
7.10610,0.33980,17.68800
7.10610,0.34081,18.27800
7.10610,0.34182,18.89000
7.10610,0.34283,19.52500
7.10610,0.34384,20.18100
7.10610,0.34485,20.85900
7.10610,0.34586,21.55900
7.10610,0.34687,22.28000
7.10610,0.34788,23.02200
7.10610,0.34889,23.78500
7.10610,0.34990,24.56900
7.10610,0.35091,25.37400
7.10610,0.35192,26.19800
7.10610,0.35293,27.04300
7.10610,0.35394,27.90800
7.10610,0.35495,28.79200
7.10610,0.35596,29.69700
7.10610,0.35697,30.61900
7.10610,0.35798,31.56200
